"category_name","Name","Link","Pieces","Set","year"
"Star Wars","Droid Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7111-1",62," Star Wars: Star Wars Episode 1","1999"
"Star Wars","Tusken Raider Encounter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7113-1",82," Star Wars: Star Wars Episode 2","2002"
"Star Wars","Gungan Patrol","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7115-1",71," Star Wars: Star Wars Episode 1","2000"
"Star Wars","Twin-Pod Cloud Car","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7119-1",115," Star Wars: Star Wars Episode 4/5/6","2002"
"Star Wars","Naboo Swamp","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7121-1",62," Star Wars: Star Wars Episode 1","1999"
"Star Wars","Flash Speeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7124-1",102," Star Wars: Star Wars Episode 1","2000"
"Star Wars","Battle Droid Carrier","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7126-1",98," Star Wars: Star Wars Episode 1","2001"
"Star Wars","Imperial AT-ST","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7127-1",104," Star Wars: Star Wars Episode 4/5/6","2001"
"Star Wars","Speeder Bikes","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7128-1",81," Star Wars: Star Wars Episode 4/5/6","1999"
"Star Wars","Snowspeeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7130-1",201," Star Wars: Star Wars Episode 4/5/6","1999"
"Star Wars","Anakin's Podracer","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7131-1",115," Star Wars: Star Wars Episode 1","1999"
"Star Wars","Bounty Hunter Pursuit","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7133-1",241," Star Wars: Star Wars Episode 2","2002"
"Star Wars","A-wing Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7134-1",116," Star Wars: Star Wars Episode 4/5/6","2000"
"Star Wars","Ewok Attack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7139-1",107," Star Wars: Star Wars Episode 4/5/6","2002"
"Star Wars","X-wing Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7140-1",250," Star Wars: Star Wars Episode 4/5/6","1999"
"Star Wars","Naboo Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7141-1",156," Star Wars: Star Wars Episode 1","1999"
"Star Wars","X-wing Fighter {Reissue}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7142-1",250," Star Wars: Star Wars Episode 4/5/6","2002"
"Star Wars","Jedi Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7143-1",135," Star Wars: Star Wars Episode 2","2002"
"Star Wars","Slave I {1st edition}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7144-1",162," Star Wars: Star Wars Episode 4/5/6","2000"
"Star Wars","TIE Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7146-1",163," Star Wars: Star Wars Episode 4/5/6","2001"
"Star Wars","TIE Fighter & Y-wing","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7150-1",396," Star Wars: Star Wars Episode 4/5/6","1999"
"Star Wars","Sith Infiltrator","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7151-1",239," Star Wars: Star Wars Episode 1","1999"
"Star Wars","TIE Fighter & Y-wing {Reissue}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7152-1",397," Star Wars: Star Wars Episode 4/5/6","2002"
"Star Wars","Jango Fett's Slave I","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7153-1",352," Star Wars: Star Wars Episode 2","2002"
"Star Wars","Trade Federation AAT","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7155-1",148," Star Wars: Star Wars Episode 1","2000"
"Star Wars","Star Wars Podracing Bucket","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7159-1",275," Star Wars: Star Wars Episode 1","2000"
"Star Wars","Gungan Sub","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7161-1",366," Star Wars: Star Wars Episode 1","1999"
"Star Wars","Republic Gunship","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7163-1",638," Star Wars: Star Wars Episode 2","2002"
"Star Wars","Imperial Shuttle","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7166-1",219," Star Wars: Star Wars Episode 4/5/6","2001"
"Star Wars","Mos Espa Podrace","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7171-1",831," Star Wars: Star Wars Episode 1","1999"
"Star Wars","B-wing at Rebel Control Center","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7180-1",327," Star Wars: Star Wars Episode 4/5/6","2000"
"Star Wars","TIE Interceptor - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7181-1",703," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2000"
"Star Wars","Trade Federation MTT","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7184-1",431," Star Wars: Star Wars Episode 1","2000"
"Star Wars","Watto's Junkyard","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7186-1",442," Star Wars: Star Wars Episode 1","2001"
"Star Wars","Millennium Falcon","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7190-1",641," Star Wars: Star Wars Episode 4/5/6","2000"
"Star Wars","X-wing Fighter - UCS {1st edition}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7191-1",1300," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2000"
"Star Wars","Yoda - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7194-1",1075," Star Wars: Ultimate Collector Series: Sculptures: Star Wars Episode 4/5/6","2002"
"Star Wars","Final Duel I","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7200-1",21," Star Wars: Star Wars Episode 4/5/6","2002"
"Star Wars","Final Duel II","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7201-1",14," Star Wars: Star Wars Episode 4/5/6","2002"
"Star Wars","Jedi Defense I","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7203-1",2," Star Wars: Star Wars Episode 1","2002"
"Star Wars","Jedi Defense II","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7204-1",37," Star Wars: Star Wars Episode 1","2002"
"Star Wars","Clone Scout Walker","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7250-1",105," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Darth Vader Transformation","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7251-1",32," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Droid Tri-Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7252-1",135," Star Wars: Star Wars Episode 3","2005"
"Star Wars","General Grievous Chase","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7255-1",99," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Jedi Starfighter & Vulture Droid","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7256-1",199," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Ultimate Lightsaber Duel","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7257-1",278," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Wookiee Attack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7258-1",318," Star Wars: Star Wars Episode 3","2005"
"Star Wars","ARC-170 Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7259-1",383," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Wookiee Catamaran","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7260-1",361," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Clone Turbo Tank (with Light-Up Mace Windu, Trans-Light Purple Lightsaber Blade)","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7261-1",767," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Clone Turbo Tank (with Non-Light-Up Mace Windu)","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7261-2",771," Star Wars: Star Wars Episode 3","2006"
"Star Wars","TIE Fighter and Y-wing {Reissue} (Toys ""R"" Us Exclusive)","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7262-1",401," Star Wars: Star Wars Episode 4/5/6","2004"
"Star Wars","TIE Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7263-1",155," Star Wars: Star Wars Episode 4/5/6","2005"
"Star Wars","Imperial Inspection","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7264-1",333," Star Wars: Star Wars Episode 4/5/6","2005"
"Star Wars","Ultimate Space Battle","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7283-1",533," Star Wars: Star Wars Episode 3","2005"
"Star Wars","Droids Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7654-1",70," Star Wars: Star Wars Episode 3","2007"
"Star Wars","Clone Troopers Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7655-1",42," Star Wars: Star Wars Episode 3","2007"
"Star Wars","General Grievous Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7656-1",225," Star Wars: Star Wars Episode 3","2007"
"Star Wars","AT-ST","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7657-1",239," Star Wars: Star Wars Episode 4/5/6","2007"
"Star Wars","Y-wing Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7658-1",446," Star Wars: Star Wars Episode 4/5/6","2007"
"Star Wars","Imperial Landing Craft","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7659-1",449," Star Wars: Star Wars Episode 4/5/6","2007"
"Star Wars","Naboo N-1 Starfighter and Vulture Droid","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7660-1",266," Star Wars: Star Wars Episode 1","2007"
"Star Wars","Jedi Starfighter with Hyperdrive Booster Ring","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7661-1",568," Star Wars: Star Wars Episode 3","2007"
"Star Wars","Trade Federation MTT","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7662-1",1191," Star Wars: Star Wars Episode 1","2007"
"Star Wars","Sith Infiltrator","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7663-1",305," Star Wars: Star Wars Episode 1","2007"
"Star Wars","TIE Crawler","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7664-1",536," Star Wars: Star Wars Legends","2007"
"Star Wars","Republic Cruiser (Limited Edition - with R2-R7)","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7665-1",897," Star Wars: Star Wars Episode 1","2007"
"Star Wars","Hoth Rebel Base - Limited Edition","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7666-1",496," Star Wars: Star Wars Episode 4/5/6","2007"
"Star Wars","Imperial Dropship","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7667-1",65," Star Wars: Star Wars Legends","2008"
"Star Wars","Rebel Scout Speeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7668-1",62," Star Wars: Star Wars Episode 4/5/6","2008"
"Star Wars","Anakin's Jedi Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7669-1",145," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Anakin's Jedi Starfighter, Clone Wars White Box","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7669-2",145," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Hailfire Droid & Spider Droid","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7670-1",192," Star Wars: Star Wars Episode 2","2008"
"Star Wars","Hailfire Droid & Spider Droid, Clone Wars White Box","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7670-2",192," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","AT-AP Walker","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7671-1",384," Star Wars: Star Wars Episode 3","2008"
"Star Wars","Rogue Shadow","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7672-1",470," Star Wars: Star Wars Legends: Star Wars The Force Unleashed","2008"
"Star Wars","Magna Guard Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7673-1",413," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","V-19 Torrent","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7674-1",467," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","AT-TE Walker","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7675-1",779," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Republic Attack Gunship","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7676-1",1004," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Droid Gunship","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7678-1",314," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Republic Fighter Tank","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7679-1",589," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","The Twilight - Limited Edition","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7680-1",867," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Separatist Spider Droid","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7681-1",189," Star Wars: Star Wars The Clone Wars","2008"
"Star Wars","Corporate Alliance Tank Droid","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7748-1",196," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Echo Base","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7749-1",131," Star Wars: Star Wars Episode 4/5/6","2009"
"Star Wars","Ahsoka's Starfighter and Vulture Droid","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7751-1",257," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Count Dooku's Solar Sailer","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7752-1",357," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Pirate Tank","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7753-1",360," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Home One Mon Calamari Star Cruiser - Limited Edition","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7754-1",764," Star Wars: Star Wars Episode 4/5/6","2009"
"Star Wars","Midi-Scale Millennium Falcon","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7778-1",356," Star Wars: Star Wars Episode 4/5/6","2009"
"Star Wars","Mace Windu's Jedi Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7868-1",288," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Battle for Geonosis","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7869-1",314," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Naboo Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7877-1",264," Star Wars: Star Wars Episode 1","2011"
"Star Wars","Hoth Echo Base","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7879-1",743," Star Wars: Star Wars Episode 4/5/6","2011"
"Star Wars","Clone Trooper Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7913-1",69," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Mandalorian Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7914-1",48," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Imperial V-wing Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7915-1",131," Star Wars: Star Wars Legends","2011"
"Star Wars","The Battle of Naboo","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7929-1",185," Star Wars: Star Wars Episode 1","2011"
"Star Wars","Bounty Hunter Assault Gunship","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7930-1",369," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","T-6 Jedi Shuttle","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7931-1",372," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Ewok Attack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7956-1",156," Star Wars: Star Wars Episode 4/5/6","2011"
"Star Wars","Sith Nightspeeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7957-1",202," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Geonosian Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7959-1",151," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Darth Maul's Sith Infiltrator","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7961-1",461," Star Wars: Star Wars Episode 1","2011"
"Star Wars","Anakin's & Sebulba's Podracers","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7962-1",792," Star Wars: Star Wars Episode 1","2011"
"Star Wars","Republic Frigate","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7964-1",1008," Star Wars: Star Wars The Clone Wars","2011"
"Star Wars","Millennium Falcon","https://www.bricklink.com/v2/catalog/catalogitem.page?S=7965-1",1229," Star Wars: Star Wars Episode 4/5/6","2011"
"Star Wars","Clone Walker Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8014-1",61," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Assassin Droids Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8015-1",54," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Hyena Droid Bomber","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8016-1",211," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Darth Vader's TIE Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8017-1",246," Star Wars: Star Wars Episode 4/5/6","2009"
"Star Wars","Armored Assault Tank (AAT)","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8018-1",378," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Republic Attack Shuttle","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8019-1",625," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","TIE Fighter - Mini polybag","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8028-1",44," Star Wars: Mini: Star Wars Episode 4/5/6","2008"
"Star Wars","V-19 Torrent - Mini polybag","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8031-1",66," Star Wars: Mini: Star Wars The Clone Wars","2008"
"Star Wars","General Grievous Starfighter - Mini polybag","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8033-1",44," Star Wars: Mini: Star Wars Episode 3","2009"
"Star Wars","Separatist Shuttle","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8036-1",237," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Anakin's Y-wing Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8037-1",558," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","The Battle of Endor","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8038-1",842," Star Wars: Star Wars Episode 4/5/6","2009"
"Star Wars","Venator-Class Republic Attack Cruiser","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8039-1",1148," Star Wars: Star Wars The Clone Wars","2009"
"Star Wars","Rebel Trooper Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8083-1",57," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Snowtrooper Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8084-1",58," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Freeco Speeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8085-1",170," Star Wars: Star Wars The Clone Wars","2010"
"Star Wars","Droid Tri-Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8086-1",247," Star Wars: Star Wars The Clone Wars","2010"
"Star Wars","TIE Defender","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8087-1",296," Star Wars: Star Wars Legends","2010"
"Star Wars","ARC-170 Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8088-1",381," Star Wars: Star Wars Episode 3","2010"
"Star Wars","Hoth Wampa Cave","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8089-1",282," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Republic Swamp Speeder - Limited Edition","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8091-1",153," Star Wars: Star Wars Episode 3","2010"
"Star Wars","Luke's Landspeeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8092-1",129," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Plo Koon's Jedi Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8093-1",168," Star Wars: Star Wars The Clone Wars","2010"
"Star Wars","General Grievous' Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8095-1",425," Star Wars: Star Wars The Clone Wars","2010"
"Star Wars","Emperor Palpatine's Shuttle","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8096-1",575," Star Wars: Star Wars Episode 3","2010"
"Star Wars","Slave I {3rd edition}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8097-1",567," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Clone Turbo Tank","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8098-1",1121," Star Wars: Star Wars The Clone Wars","2010"
"Star Wars","Midi-Scale Imperial Star Destroyer","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8099-1",423," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Cad Bane's Speeder","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8128-1",293," Star Wars: Star Wars The Clone Wars","2010"
"Star Wars","AT-AT Walker","https://www.bricklink.com/v2/catalog/catalogitem.page?S=8129-1",782," Star Wars: Star Wars Episode 4/5/6","2010"
"Star Wars","Elite Clone Trooper & Commando Droid Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9488-1",80," Star Wars: Star Wars The Clone Wars","2012"
"Star Wars","Endor Rebel Trooper & Imperial Trooper Battle Pack","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9489-1",61," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","Droid Escape","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9490-1",108," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","Geonosian Cannon","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9491-1",116," Star Wars: Star Wars The Clone Wars","2012"
"Star Wars","TIE Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9492-1",397," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","X-wing Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9493-1",544," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","Anakin's Jedi Interceptor","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9494-1",279," Star Wars: Star Wars Episode 3","2012"
"Star Wars","Gold Leader's Y-wing Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9495-1",445," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","Desert Skiff","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9496-1",201," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","Republic Striker-class Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9497-1",353," Star Wars: Star Wars Legends: Star Wars The Old Republic","2012"
"Star Wars","Saesee Tiin's Jedi Starfighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9498-1",232," Star Wars: Star Wars The Clone Wars","2012"
"Star Wars","Gungan Sub","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9499-1",449," Star Wars: Star Wars Episode 1","2012"
"Star Wars","Sith Fury-class Interceptor","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9500-1",735," Star Wars: Star Wars Legends: Star Wars The Old Republic","2012"
"Star Wars","The Malevolence","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9515-1",1070," Star Wars: Star Wars The Clone Wars","2012"
"Star Wars","Jabba's Palace","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9516-1",675," Star Wars: Star Wars Episode 4/5/6","2012"
"Star Wars","Pre Vizsla's Mandalorian Fighter","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9525-1",388," Star Wars: Star Wars The Clone Wars","2012"
"Star Wars","Palpatine's Arrest","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9526-1",622," Star Wars: Star Wars Episode 3","2012"
"Star Wars","Naboo Starfighter & Naboo","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9674-1",51," Star Wars: Planets Series 1: Star Wars Episode 1","2012"
"Star Wars","Sebulba's Podracer & Tatooine","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9675-1",77," Star Wars: Planets Series 1: Star Wars Episode 1","2012"
"Star Wars","TIE Interceptor & Death Star","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9676-1",61," Star Wars: Planets Series 1: Star Wars Episode 4/5/6","2012"
"Star Wars","X-wing Starfighter & Yavin 4","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9677-1",73," Star Wars: Planets Series 2: Star Wars Episode 4/5/6","2012"
"Star Wars","Twin-pod Cloud Car & Bespin","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9678-1",75," Star Wars: Planets Series 2: Star Wars Episode 4/5/6","2012"
"Star Wars","AT-ST & Endor","https://www.bricklink.com/v2/catalog/catalogitem.page?S=9679-1",61," Star Wars: Planets Series 2: Star Wars Episode 4/5/6","2012"
"Star Wars","Darth Maul - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10018-1",1868," Star Wars: Ultimate Collector Series: Sculptures: Star Wars Episode 1","2001"
"Star Wars","Rebel Blockade Runner - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10019-1",1746," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2001"
"Star Wars","Naboo Starfighter - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10026-1",187," Star Wars: Ultimate Collector Series: Star Wars Episode 1","2002"
"Star Wars","Imperial Star Destroyer - UCS {1st edition}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10030-1",3106," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2002"
"Star Wars","Cloud City","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10123-1",675," Star Wars: Star Wars Episode 4/5/6","2003"
"Star Wars","Rebel Snowspeeder - UCS {1st edition}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10129-1",1455," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2003"
"Star Wars","TIE Fighter Collection","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10131-1",669," Star Wars: Star Wars Legends","2004"
"Star Wars","Y-wing Attack Starfighter - UCS {1st edition}","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10134-1",1485," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2004"
"Star Wars","Death Star II - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10143-1",3447," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2005"
"Star Wars","Sandcrawler","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10144-1",1599," Star Wars: Star Wars Episode 4/5/6","2005"
"Star Wars","Imperial AT-ST - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10174-1",1068," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2006"
"Star Wars","Vader's TIE Advanced  - UCS","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10175-1",1212," Star Wars: Ultimate Collector Series: Star Wars Episode 4/5/6","2006"
"Star Wars","Motorized Walking AT-AT","https://www.bricklink.com/v2/catalog/catalogitem.page?S=10178-1",1121," Star Wars: Star Wars Episode 4/5/6","2007"
